2/15 17:33:35.102  CAST: 0x0000000000671818(Milktrader) begins to cast Shoot Bow(2480) on 0xF13000290200BF3F(Spectral Tutor).
2/15 17:33:45.660  0x0000000000426076 hits 0xF1300028ED0164BB for 175.
2/15 17:33:45.660  CAST: 0xF1300028FF00BF19(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF19(Diseased Ghoul).
2/15 17:33:45.660  CAST: 0xF1300028FF00BF1B(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1B(Diseased Ghoul).
2/15 17:33:45.660  CAST: 0xF1300028FF00BF1A(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1A(Diseased Ghoul).
2/15 17:33:45.660  CAST: 0xF1300028FF00BF1C(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1C(Diseased Ghoul).
2/15 17:33:45.660  CAST: 0xF1300028FF00BE80(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE80(Diseased Ghoul).
2/15 17:33:45.660  CAST: 0xF1300028FF00BDB3(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BDB3(Diseased Ghoul).
2/15 17:33:45.660  CAST: 0xF1300028FF016514(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016514(Diseased Ghoul).
2/15 17:33:45.660  CAST: 0xF1300028FF01651B(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF01651B(Diseased Ghoul).
2/15 17:33:45.660  CAST: 0xF1300028FF016513(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016513(Diseased Ghoul).
2/15 17:33:45.660  CAST: 0xF1300028FF00BE81(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE81(Diseased Ghoul).
2/15 17:33:45.660  CAST: 0xF1300028FF00BE7D(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE7D(Diseased Ghoul).
2/15 17:33:45.660  CAST: 0xF1300028FF00BD5D(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BD5D(Diseased Ghoul).
2/15 17:33:45.660  CAST: 0xF1300028FF00BE84(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE84(Diseased Ghoul).
2/15 17:33:45.660  CAST: 0xF1300028FF00BE79(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE79(Diseased Ghoul).
2/15 17:33:45.660  CAST: 0xF1300028FF00BF57(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF57(Diseased Ghoul).
2/15 17:33:45.660  CAST: 0xF1300028FF00BEA9(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEA9(Diseased Ghoul).
2/15 17:33:45.660  CAST: 0xF1300028FF00BEBB(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEBB(Diseased Ghoul).
2/15 17:33:45.660  CAST: 0xF1300028FF00BDC9(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BDC9(Diseased Ghoul).
2/15 17:33:45.660  CAST: 0xF1300028FF00BEB2(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEB2(Diseased Ghoul).
2/15 17:33:45.660  CAST: 0xF1300028FF016517(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016517(Diseased Ghoul).
2/15 17:33:45.660  CAST: 0xF1300028FF00BEB0(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEB0(Diseased Ghoul).
2/15 17:33:45.660  CAST: 0xF1300028FF00BF61(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF61(Diseased Ghoul).
2/15 17:33:45.660  CAST: 0xF1300028FF00BEAC(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEAC(Diseased Ghoul).
2/15 17:33:45.660  CAST: 0xF1300028FF00BEC4(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC4(Diseased Ghoul).
2/15 17:33:45.660  CAST: 0xF1300028FF00BF5B(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF5B(Diseased Ghoul).
2/15 17:33:45.660  CAST: 0xF1300028FF00BEC5(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC5(Diseased Ghoul).
2/15 17:33:45.660  CAST: 0xF1300028FF00BF67(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF67(Diseased Ghoul).
2/15 17:33:45.660  CAST: 0xF1300028FF00BEC0(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC0(Diseased Ghoul).
2/15 17:33:45.753  CAST: 0x0000000000671818(Milktrader) casts Sinister Strike(11294)(Rank 8) on 0xF1300028ED0164BB(Scholomance Necromancer).
2/15 17:33:45.753  Your Sinister Strike crits 0xF1300028ED0164BB for 735.
2/15 17:33:45.753  CAST: 0x0000000000671818(Milktrader) casts Agitating Poison I(45613)(Rank 1) on 0xF1300028ED0164BB(Scholomance Necromancer).
2/15 17:33:45.753  Your Agitating Poison I hits 0xF1300028ED0164BB for 84 Nature damage.
2/15 17:33:45.753  CAST: 0x00000000001CFD42(Netheras) casts Sinister Strike(11294)(Rank 8) on 0xF13000290200BF3F(Spectral Tutor).
2/15 17:33:45.758  0x00000000001CFD42's Sinister Strike hits 0xF13000290200BF3F for 290.
2/15 17:33:45.869  0x0000000000426076 hits 0xF1300028ED0164BB for 87.
2/15 17:33:46.098  CAST: 0x0000000000671818(Milktrader) casts Hack and Slash(52634) on 0x0000000000671818(Milktrader).
2/15 17:33:46.098  You gain 1 extra attack through Hack and Slash.
2/15 17:33:46.098  You crit 0xF1300028ED0164BB for 174.
2/15 17:33:46.158  You hit 0xF1300028ED0164BB for 239.
2/15 17:33:46.248  Slice and Dice fades from 0x00000000001CFD42.
2/15 17:33:46.406  CAST: 0x00000000001CFD42(Netheras) casts Dissolvent Poison II(45880)(Rank 2) on 0xF13000290200BF3F(Spectral Tutor).
2/15 17:33:46.406  0x00000000001CFD42's Dissolvent Poison II hits 0xF13000290200BF3F for 181.
2/15 17:33:46.406  0x00000000001CFD42 hits 0xF13000290200BF3F for 163.
2/15 17:33:46.406  CAST: 0xF1300028E500BE93(Scholomance Adept) casts Frostbolt(15043) on 0x0000000000671818(Milktrader).
2/15 17:33:46.406  0xF1300028ED0164BB suffers 20 Physical damage from 0x0000000000426076's Deep Wound.
2/15 17:33:46.631  0x00000000001CFD42 hits 0xF13000290200BF3F for 239.
2/15 17:33:46.631  CAST: 0xF1300028ED0164BB(Scholomance Necromancer) casts Shadow Bolt Volley(14887) on 0x0000000000426076(Gustas).
2/15 17:33:46.717  0x00000000006E1670 gains 10 Mana from 0xF130001CF82793CF's Mana Spring.
2/15 17:33:46.717  CAST: 0x0000000000426076(Gustas) casts Whirlwind(1680).
2/15 17:33:46.717  0x0000000000426076's Whirlwind hits 0xF1300028E50164EC for 195.
2/15 17:33:46.717  0x0000000000426076's Whirlwind crits 0xF13000290200BF3F for 386.
2/15 17:33:46.717  CAST: 0x0000000000426076(Gustas) casts Deep Wounds(12868)(Rank 3) on 0xF13000290200BF3F(Spectral Tutor).
2/15 17:33:46.717  CAST: 0x0000000000426076(Gustas) casts Flurry(12970)(Rank 5) on 0x0000000000426076(Gustas).
2/15 17:33:46.717  0x0000000000426076's Whirlwind hits 0xF1300028ED0164BB for 173.
2/15 17:33:46.717  0x00000000006E5FF9 gains 10 Mana from 0xF130001CF82793CF's Mana Spring.
2/15 17:33:46.717  CAST: 0xF1300028E500BE93(Scholomance Adept) casts Cone of Cold(15244) on 0x00000000006E1670(Ashsoul).
2/15 17:33:46.753  CAST: 0x00000000006E1670(Ashsoul) casts Windfury Totem(51368) on 0x00000000006E1670(Ashsoul).
2/15 17:33:46.753  0x00000000006E1670 gains 1 extra attack through Windfury Totem.
2/15 17:33:46.753  CAST: 0x00000000006E1670(Ashsoul) casts Seal of Wisdom(51747)(Rank 4) on 0x00000000006E1670(Ashsoul).
2/15 17:33:46.753  0x00000000006E1670 gains 143 Mana from 0x00000000006E1670's Seal of Wisdom.
2/15 17:33:46.753  0x00000000006E1670 hits 0xF13000290200BF3F for 142.
2/15 17:33:46.753  CAST: 0x0000000000426076(Gustas) fails casting Cleave(20569)(Rank 5).
2/15 17:33:46.753  Cheap Shot fades from 0xF13000290200BF3F.
2/15 17:33:46.753  0x00000000006E1670 gains Windfury Totem (1).
2/15 17:33:46.823  0x00000000006E1670 attacks. 0xF13000290200BF3F dodges.
2/15 17:33:46.823  CAST: 0x00000000001CFD42(Netheras) casts Sinister Strike(11294)(Rank 8) on 0xF13000290200BF3F(Spectral Tutor).
2/15 17:33:46.823  0x00000000001CFD42's Sinister Strike crits 0xF13000290200BF3F for 671.
2/15 17:33:46.901  CAST: 0x0000000000671818(Milktrader) casts Kidney Shot(8643)(Rank 2) on 0xF1300028ED0164BB(Scholomance Necromancer).
2/15 17:33:46.901  You gain 20 Energy from Relentless Strikes.
2/15 17:33:46.901  0xF13000290200BF3F attacks. 0x00000000001CFD42 dodges.
2/15 17:33:46.901  0xF1300028ED0164BB's Shadow Bolt Volley hits 0x0000000000426076 for 446 Shadow damage.
2/15 17:33:46.901  CAST: 0x0000000000426076(Gustas) casts Daybreak(50931) on 0x0000000000426076(Gustas).
2/15 17:33:46.901  0xF1300028ED0164BB's Shadow Bolt Volley hits you for 346 Shadow damage.
2/15 17:33:46.901  0xF1300028ED0164BB's Shadow Bolt Volley hits 0x00000000006E1670 for 439 Shadow damage.
2/15 17:33:46.901  0xF1300028ED0164BB's Shadow Bolt Volley hits 0x00000000001CFD42 for 443 Shadow damage.
2/15 17:33:46.901  0xF1300028ED0164BB is afflicted by Kidney Shot (1).
2/15 17:33:46.901  You gain Relentless Strikes (3).
2/15 17:33:46.966  CAST: 0x00000000006E5FF9(Mooshmallows) casts Magma Totem(10587)(Rank 4).
2/15 17:33:46.966  0x00000000006E5FF9 casts Magma Totem.
2/15 17:33:46.966  Daybreak fades from 0x0000000000426076.
2/15 17:33:47.119  0xF1300028ED0164BB's Shadow Bolt Volley hits 0x00000000006E5FF9 for 436 Shadow damage.
2/15 17:33:47.119  0x00000000006E5FF9 gains 130 Mana from 0x00000000006E5FF9's Water Shield.
2/15 17:33:47.233  0x0000000000426076 hits 0xF1300028ED0164BB for 92.
2/15 17:33:47.233  0xF1300028E500BE93's Frostbolt hits you for 370 Frost damage.
2/15 17:33:47.388  CAST: 0x0000000000671818(Milktrader) casts Agitating Poison I(45613)(Rank 1) on 0xF1300028ED0164BB(Scholomance Necromancer).
2/15 17:33:47.388  Your Agitating Poison I hits 0xF1300028ED0164BB for 80 Nature damage.
2/15 17:33:47.388  You hit 0xF1300028ED0164BB for 82.
2/15 17:33:47.388  0x00000000006E1670's Daybreak heals 0x0000000000426076 for 710.
2/15 17:33:47.459  CAST: 0x0000000000426076(Gustas) casts Deep Wounds(12868)(Rank 3) on 0xF1300028ED0164BB(Scholomance Necromancer).
2/15 17:33:47.459  CAST: 0x0000000000426076(Gustas) casts Deep Wound(12721) on 0xF1300028ED0164BB(Scholomance Necromancer).
2/15 17:33:47.459  CAST: 0x0000000000426076(Gustas) casts Flurry(12970)(Rank 5) on 0x0000000000426076(Gustas).
2/15 17:33:47.459  CAST: 0x0000000000426076(Gustas) casts Windfury Totem(51368) on 0x0000000000426076(Gustas).
2/15 17:33:47.459  0x0000000000426076 gains 1 extra attack through Windfury Totem.
2/15 17:33:47.459  0x0000000000426076 crits 0xF1300028ED0164BB for 318.
2/15 17:33:47.500  0x0000000000426076 hits 0xF1300028ED0164BB for 191.
2/15 17:33:47.500  0x0000000000426076 gains Windfury Totem (1).
2/15 17:33:47.870  CAST: 0x00000000001CFD42(Netheras) casts Taste for Blood(52530)(Rank 3) on 0x00000000001CFD42(Netheras).
2/15 17:33:47.870  0x00000000001CFD42 gains 20 Energy from 0x00000000001CFD42's Relentless Strikes.
2/15 17:33:47.870  CAST: 0x00000000006E1670(Ashsoul) casts Holy Strike(10333)(Rank 8) on 0xF13000290200BF3F(Spectral Tutor).
2/15 17:33:47.870  0x00000000006E1670's Holy Strike hits 0xF13000290200BF3F for 329 Holy damage.
2/15 17:33:47.870  CAST: 0x00000000006E1670(Ashsoul) casts Seal of Wisdom(51747)(Rank 4) on 0x00000000006E1670(Ashsoul).
2/15 17:33:47.870  0x00000000006E1670 gains 143 Mana from 0x00000000006E1670's Seal of Wisdom.
2/15 17:33:47.870  0x00000000006E1670's Mending Light critically heals you for 656.
2/15 17:33:47.870  0x00000000006E1670's Mending Light heals 0x00000000001CFD42 for 437.
2/15 17:33:47.870  0x00000000006E1670's Mending Light heals 0x00000000006E5FF9 for 437.
2/15 17:33:47.870  0x00000000006E1670's Mending Light heals 0x00000000006E1670 for 218.
2/15 17:33:47.870  0x00000000006E1670 gains 90 Mana from 0x00000000006E1670's Mending Light.
2/15 17:33:47.870  0x00000000006E5FF9 gains 90 Mana from 0x00000000006E1670's Mending Light.
2/15 17:33:47.870  CAST: 0x00000000001CFD42(Netheras) casts Rupture(11275)(Rank 6) on 0xF13000290200BF3F(Spectral Tutor).
2/15 17:33:47.870  0x00000000001CFD42's Rupture fails. 0xF13000290200BF3F is immune.
2/15 17:33:47.870  0x00000000001CFD42 gains Relentless Strikes (2).
2/15 17:33:47.870  You gain Daybreak (1).
2/15 17:33:47.907  You crit 0xF1300028ED0164BB for 510.
2/15 17:33:48.066  0xF1300028E500BE93 begins to cast Frostbolt.
2/15 17:33:48.066  CAST: 0xF1300028E500BE93(Scholomance Adept) begins to cast Frostbolt(15043) on 0x00000000006E1670(Ashsoul).
2/15 17:33:48.066  CAST: 0xF1300028E50164EC(Scholomance Adept) casts Frostbolt(15043) on 0x00000000006E1670(Ashsoul).
2/15 17:33:48.141  CAST: 0xF1300028E50164EC(Scholomance Adept) casts Frost Shock(15499) on 0x0000000000426076(Gustas).
2/15 17:33:48.141  0xF1300028E50164EC's Frost Shock hits 0x0000000000426076 for 514 Frost damage.
2/15 17:33:48.214  0x0000000000426076 is afflicted by Frost Shock (1).
2/15 17:33:48.294  Windfury Totem fades from 0x00000000006E1670.
2/15 17:33:48.511  0x00000000001CFD42 hits 0xF13000290200BF3F for 168.
2/15 17:33:48.511  CAST: 0x00000000006E5FF9(Mooshmallows) casts Earth Shock(10414)(Rank 7) on 0xF1300028ED0164BB(Scholomance Necromancer).
2/15 17:33:48.511  0x00000000006E5FF9's Earth Shock hits 0xF1300028ED0164BB for 729 Nature damage.
2/15 17:33:48.511  0xF1300028E50164EC's Frostbolt hits 0x00000000006E1670 for 349 Frost damage.
2/15 17:33:48.589  0x0000000000426076 gains 1 Rage from 0x0000000000426076's Unbridled Wrath.
2/15 17:33:48.589  0x0000000000426076 hits 0xF1300028ED0164BB for 87.
2/15 17:33:48.589  0x00000000006E1670 is afflicted by Frostbolt (1).
2/15 17:33:48.661  Windfury Totem fades from 0x0000000000426076.
2/15 17:33:48.712  0x00000000006E1670 gains 10 Mana from 0xF130001CF82793CF's Mana Spring.
2/15 17:33:48.712  0x00000000006E5FF9 gains 10 Mana from 0xF130001CF82793CF's Mana Spring.
2/15 17:33:48.712  CAST: 0xF1300028FF00BF19(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF19(Diseased Ghoul).
2/15 17:33:48.712  CAST: 0xF1300028FF00BF1B(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1B(Diseased Ghoul).
2/15 17:33:48.712  CAST: 0xF1300028FF00BF1A(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1A(Diseased Ghoul).
2/15 17:33:48.712  CAST: 0xF1300028FF00BF1C(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1C(Diseased Ghoul).
2/15 17:33:48.712  CAST: 0xF1300028FF00BE80(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE80(Diseased Ghoul).
2/15 17:33:48.712  CAST: 0xF1300028FF00BDB3(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BDB3(Diseased Ghoul).
2/15 17:33:48.712  CAST: 0xF1300028FF016514(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016514(Diseased Ghoul).
2/15 17:33:48.712  CAST: 0xF1300028FF01651B(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF01651B(Diseased Ghoul).
2/15 17:33:48.712  CAST: 0xF1300028FF016513(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016513(Diseased Ghoul).
2/15 17:33:48.712  CAST: 0xF1300028FF00BE81(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE81(Diseased Ghoul).
2/15 17:33:48.712  CAST: 0xF1300028FF00BE7D(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE7D(Diseased Ghoul).
2/15 17:33:48.712  CAST: 0xF1300028FF00BD5D(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BD5D(Diseased Ghoul).
2/15 17:33:48.712  CAST: 0xF1300028FF00BE84(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE84(Diseased Ghoul).
2/15 17:33:48.712  CAST: 0xF1300028FF00BE79(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE79(Diseased Ghoul).
2/15 17:33:48.712  CAST: 0xF1300028FF00BF57(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF57(Diseased Ghoul).
2/15 17:33:48.712  CAST: 0xF1300028FF00BEA9(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEA9(Diseased Ghoul).
2/15 17:33:48.712  CAST: 0xF1300028FF00BEBB(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEBB(Diseased Ghoul).
2/15 17:33:48.712  CAST: 0xF1300028FF00BDC9(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BDC9(Diseased Ghoul).
2/15 17:33:48.712  CAST: 0xF1300028FF00BEB2(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEB2(Diseased Ghoul).
2/15 17:33:48.712  CAST: 0xF1300028FF016517(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016517(Diseased Ghoul).
2/15 17:33:48.712  CAST: 0xF1300028FF00BEB0(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEB0(Diseased Ghoul).
2/15 17:33:48.712  CAST: 0xF1300028FF00BF61(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF61(Diseased Ghoul).
2/15 17:33:48.712  CAST: 0xF1300028FF00BEAC(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEAC(Diseased Ghoul).
2/15 17:33:48.712  CAST: 0xF1300028FF00BEC4(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC4(Diseased Ghoul).
2/15 17:33:48.712  CAST: 0xF1300028FF00BF5B(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF5B(Diseased Ghoul).
2/15 17:33:48.712  CAST: 0xF1300028FF00BEC5(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC5(Diseased Ghoul).
2/15 17:33:48.712  CAST: 0xF1300028FF00BF67(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF67(Diseased Ghoul).
2/15 17:33:48.712  CAST: 0xF1300028FF00BEC0(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC0(Diseased Ghoul).
2/15 17:33:48.712  Thirst for Blood fades from 0x0000000000426076.
2/15 17:33:48.844  CAST: 0x00000000001CFD42(Netheras) casts Eviscerate(31016)(Rank 9) on 0xF13000290200BF3F(Spectral Tutor).
2/15 17:33:48.844  0x00000000001CFD42's Eviscerate hits 0xF13000290200BF3F for 1061.
2/15 17:33:48.844  0x00000000001CFD42 gains 20 Energy from 0x00000000001CFD42's Relentless Strikes.
2/15 17:33:48.844  0x00000000001CFD42 gains Relentless Strikes (3).
2/15 17:33:48.923  0xF1300028ED0164BB suffers 45 Physical damage from 0x0000000000426076's Deep Wound.
2/15 17:33:48.992  CAST: 0xF130001D2A2793D1(Magma Totem IV) casts Magma Totem(10581)(Rank 4) on 0xF130001D2A2793D1(Magma Totem IV).
2/15 17:33:48.992  UNIT_INFO: 15.02.26 17:33:48&0xF130001D2A2793D1&0&Magma Totem IV&1&0x00000000006E5FF9&&60&na&5
2/15 17:33:48.992  0xF130001D2A2793D1's Magma Totem crits 0xF13000290200BF3F for 204 Fire damage.
2/15 17:33:48.992  0xF130001D2A2793D1's Magma Totem hits 0xF1300028ED0164BB for 100 Fire damage.
2/15 17:33:48.992  CAST: 0xF13000290200BF3F(Spectral Tutor) casts Summon Spectral Projections(17653) on 0xF13000290200BF3F(Spectral Tutor).
2/15 17:33:48.992  0xF13000290200BF3F casts Summon Spectral Projections.
2/15 17:33:49.079  0x00000000006E1670 hits 0xF13000290200BF3F for 144.
2/15 17:33:49.079  CAST: 0x00000000001CFD42(Netheras) casts Dissolvent Poison II(45880)(Rank 2) on 0xF13000290200BF3F(Spectral Tutor).
2/15 17:33:49.079  0x00000000001CFD42's Dissolvent Poison II hits 0xF13000290200BF3F for 189.
2/15 17:33:49.079  0x00000000001CFD42 hits 0xF13000290200BF3F for 251.
2/15 17:33:49.079  CAST: 0x0000000000426076(Gustas) casts Execute(20662)(Rank 5) on 0xF1300028ED0164BB(Scholomance Necromancer).
2/15 17:33:49.079  CAST: 0x0000000000426076(Gustas) casts Execute(20647) on 0xF1300028ED0164BB(Scholomance Necromancer).
2/15 17:33:49.079  0x0000000000426076's Execute crits 0xF1300028ED0164BB for 1861.
2/15 17:33:49.079  CAST: 0x0000000000426076(Gustas) casts Deep Wounds(12868)(Rank 3) on 0xF1300028ED0164BB(Scholomance Necromancer).
2/15 17:33:49.079  CAST: 0x0000000000426076(Gustas) casts Deep Wound(12721) on 0xF1300028ED0164BB(Scholomance Necromancer).
2/15 17:33:49.079  CAST: 0x0000000000426076(Gustas) casts Flurry(12970)(Rank 5) on 0x0000000000426076(Gustas).
2/15 17:33:49.079  0xF1300028ED0164BB is slain by 0x0000000000426076!
2/15 17:33:49.091  0xF1300028ED0164BB dies.
2/15 17:33:49.091  CAST: 0xF13000290200BF3F(Spectral Tutor) casts Image Projection(17651) on 0xF13000290200BF3F(Spectral Tutor).
2/15 17:33:49.091  Taste for Blood fades from you.
2/15 17:33:49.779  CAST: 0xF1300028E50164EC(Scholomance Adept) casts Cone of Cold(15244) on 0x0000000000426076(Gustas).
2/15 17:33:49.779  0xF1300028E50164EC's Cone of Cold was resisted by 0x00000000001CFD42.
2/15 17:33:49.779  0xF1300028E50164EC's Cone of Cold hits 0x0000000000426076 for 567 Frost damage.
2/15 17:33:49.851  Frost Shock fades from 0x0000000000426076.
2/15 17:33:49.851  0x0000000000426076 is afflicted by Cone of Cold (1).
2/15 17:33:50.363  CAST: 0x0000000000426076(Gustas) casts Windfury Totem(51368) on 0x0000000000426076(Gustas).
2/15 17:33:50.363  0x0000000000426076 gains 1 extra attack through Windfury Totem.
2/15 17:33:50.363  UNIT_INFO: 15.02.26 17:33:50&0xF140102433000004&0&Spectral Projection&0&&&59&na&3357
2/15 17:33:50.363  0x0000000000426076 hits 0xF140102433000004 for 183.
2/15 17:33:50.363  0x0000000000426076 gains Windfury Totem (1).
2/15 17:33:50.605  CAST: 0x00000000001CFD42(Netheras) casts Dissolvent Poison II(45880)(Rank 2) on 0xF140102434000005(Spectral Projection).
2/15 17:33:50.605  UNIT_INFO: 15.02.26 17:33:50&0xF140102434000005&0&Spectral Projection&0&&&59&na&3357
2/15 17:33:50.605  0x00000000001CFD42's Dissolvent Poison II hits 0xF140102434000005 for 210.
2/15 17:33:50.605  0x00000000001CFD42 hits 0xF140102434000005 for 130. (29 blocked)
2/15 17:33:50.697  0x00000000006E1670 gains 10 Mana from 0xF130001CF82793CF's Mana Spring.
2/15 17:33:50.697  CAST: 0x0000000000671818(Milktrader) casts Hack and Slash(52634) on 0x0000000000671818(Milktrader).
2/15 17:33:50.697  You gain 1 extra attack through Hack and Slash.
2/15 17:33:50.697  UNIT_INFO: 15.02.26 17:33:50&0xF14010242E000001&0&Spectral Projection&0&&&59&na&3357
2/15 17:33:50.697  You hit 0xF14010242E000001 for 79.
2/15 17:33:50.697  0x00000000006E5FF9 gains 10 Mana from 0xF130001CF82793CF's Mana Spring.
2/15 17:33:50.927  CAST: 0x00000000006E1670(Ashsoul) casts Faithful(45862) on 0x00000000006E1670(Ashsoul).
2/15 17:33:50.931  CAST: 0x00000000006E1670(Ashsoul) casts Consecration(20923)(Rank 4).
2/15 17:33:50.965  UNIT_INFO: 15.02.26 17:33:50&0xF140102430000002&0&Spectral Projection&0&&&59&na&3357
2/15 17:33:50.965  0xF140102430000002 is afflicted by Consecration (1).
2/15 17:33:50.965  UNIT_INFO: 15.02.26 17:33:50&0xF140102432000003&0&Spectral Projection&0&&&59&na&3357
2/15 17:33:50.965  0xF140102432000003 is afflicted by Consecration (1).
2/15 17:33:50.965  0x0000000000426076 gains Faithful (1).
2/15 17:33:50.965  0x00000000001CFD42 gains Faithful (1).
2/15 17:33:50.965  You gain Faithful (1).
2/15 17:33:50.965  0x00000000006E1670 gains Faithful (1).
2/15 17:33:51.000  CAST: 0xF130001D2A2793D1(Magma Totem IV) casts Magma Totem(10581)(Rank 4) on 0xF130001D2A2793D1(Magma Totem IV).
